Zea_mays	Pn8.2617	71.429	693	191	4	11	700	41	729	0.0	1041
Zea_mays	Pn2.1585	70.707	693	196	4	11	700	22	710	0.0	1031
Zea_mays	Pn2.1713	70.563	693	197	4	11	700	22	710	0.0	1029
Zea_mays	Pn8.311	66.136	691	229	2	11	701	18	703	0.0	933
Zea_mays	Pn2.1269	65.050	701	241	2	1	700	17	714	0.0	929
Zea_mays	Pn2.1119	60.663	694	209	6	7	700	24	653	0.0	826
Zea_mays	Pn28.318	60.455	703	265	7	1	700	32	724	0.0	825
Zea_mays	Pn38.78	59.033	703	250	8	1	700	32	699	0.0	789
Zea_mays	Pn6.2506	69.767	172	52	0	147	318	1	172	3.61e-77	246
Zea_mays	Pn3.4768	60.317	189	49	1	318	506	1	163	3.24e-71	230
Zea_mays	Pn6.2505	78.947	76	16	0	324	399	2	77	3.72e-36	131
Zea_mays	Pn6.2504	50.435	115	53	3	577	690	1	112	6.00e-24	99.0
Zea_mays	Pn9.1168	51.724	87	42	0	592	678	30	116	6.15e-24	97.8
Zea_mays	Pn18.38	42.727	110	59	1	74	183	111	216	2.62e-20	90.5
Zea_mays	Pn18.31	42.727	110	59	1	74	183	72	177	9.24e-20	87.8
Zea_mays	Pn5.1823	55.102	49	20	1	442	490	243	289	1.09e-09	60.8
Zea_mays	Pn6.2507	48.148	54	28	0	11	64	17	70	5.72e-08	50.8
Zea_mays	Pn60.17	29.524	105	44	2	272	376	25	99	6.02e-04	40.4
Zea_mays	Pn60.24	29.524	105	44	2	272	376	25	99	6.02e-04	40.4
Zea_mays	Pn60.30	30.392	102	36	2	275	376	28	94	0.001	39.3
Zea_mays	Pn60.20	28.571	105	40	3	272	376	25	94	0.026	35.4
Zea_mays	Pn60.27	28.571	105	40	3	272	376	25	94	0.026	35.4
Zea_mays	Pn18.28	34.615	52	34	0	5	56	35	86	0.084	35.4
Zea_mays	Pn8.2382	57.692	26	11	0	351	376	69	94	0.13	33.5
Zea_mays	Pn8.2382	26.744	86	46	4	272	349	25	101	2.5	29.6
Zea_mays	Pn10.2023	29.752	121	72	5	176	283	24	144	0.20	35.4
Zea_mays	Pn8.2361	53.846	26	12	0	351	376	43	68	0.24	32.0
Zea_mays	Pn3.4769	68.182	22	7	0	256	277	419	440	0.27	34.7
Zea_mays	Pn38.192	26.667	90	57	2	252	332	601	690	5.2	30.8
Zea_mays	Pn28.570	30.682	88	48	2	418	497	790	872	5.6	30.8
Zea_mays	Pn28.569	30.682	88	48	2	418	497	834	916	6.3	30.8
